id,year,CIF1_diff_at,CIF2_diff_at,CIF1_ratio_at,CIF2_ratio_at,CIF1_diff_true_at,CIF2_diff_true_at,CIF1_ratio_true_at,CIF2_ratio_true_at,hr_gender_true_at,givenage,scenario,model,independence,prop_sex_other,base_function,model_lab,obs,convergence_t1t1,convergence_t1t2,sdage,bias_CIF1_at,bias_CIF2_at,CIF1_true_at,CIF2_true_at,MCer_CIF1_at,MCer_CIF2_at,rel_bias_CIF1_at,rel_bias_CIF2_at,Rel_prec_CIF1_at,Rel_prec_CIF2_at,Coverage_CIF1_at,Coverage_CIF2_at,hr_gender_at,bias_hr_gender_at,female,simulation,average_bias_CIF2,average_bias_CIF1
144,1,-.004311752,-.033427306,.9720096,.75079572,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,8,0,1,Non_PH_sex_other,Non_exponential,Approach a- Attained,2000,998,998,10,-.00067399658,.00027215638,.134286,.099347979,.00044277913,.00027099645,.50191122,.27394253,,,.94700003,.93900001,.7380836,.00264474,1,nick,.0012077886,-.00048409344
149,1,-.0055130478,-.017685467,.96469212,.740228,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,8,1,1,Non_PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,998,10,.0021408128,-.048008136,.134286,.099347979,.00046152715,.0015608198,1.5942189,48.323212,4.3385568,476.53265,.94,.107,.73013306,-.0053058001,1,nick,-.18647878,.016773244
154,1,-.0043658768,-.033586591,.97164297,.74749303,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,8,2,1,Non_PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,998,10,-.00039394919,-.0030993668,.134286,.099347979,.00044424675,.00037024679,.29336578,3.1197078,.43193859,36.761055,.95099998,.935,.73060787,-.0048310119,1,nick,-.0096353851,.00090472098
159,1,-.0041593472,-.035665214,.97287989,.74167073,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,8,3,1,Non_PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,796,998,10,-.00099519349,-.00027164229,.134286,.099347979,.00049635459,.00052079256,.74109995,.2734251,.1143123,71.629707,.75700003,.75599998,.72495955,-.010479318,1,nick,-.0065754401,-.00040072561
164,1,-.006480488,-.011117074,.9592551,.71392494,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,9,0,0,PH_sex_other,Gompertz,Approach a- Attained,2000,1000,1000,10,.0023158044,.00022640782,.13591495,.027190091,.00040320356,.00010274297,1.7038629,.83268505,,,.96100003,.93099999,.70590943,.0059094583,1,nick,.0010044719,.0027141145
169,1,-.0066849901,-.0080582146,.95809931,.72218764,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,9,1,0,PH_sex_other,Gompertz,Approach b- Linear,2000,1000,1000,10,.0026892847,-.0063427258,.13591495,.027190091,.00040527279,.00073778973,1.9786526,23.327343,.51319373,618.09271,.958,.14399999,.71518022,.015180255,1,nick,-.057768572,.0060870689
174,1,-.0064330953,-.011903956,.95953453,.71604514,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,9,2,0,PH_sex_other,Gompertz,Approach c- Splines,2000,1000,1000,10,.0022098618,.0023539942,.13591495,.027190091,.0004027985,.00014578755,1.6259151,8.6575441,-.10046342,41.895412,.96100003,.92900002,.70766538,.0076654181,1,nick,.00085779995,.0022767396
179,1,-.0064516156,-.010643314,.95959604,.71225864,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,9,3,0,PH_sex_other,Gompertz,Approach d- Splines/Int,2000,838,1000,10,.0024058437,-.0012714838,.13591495,.027190091,.00044261361,.00021665901,1.7701097,4.6762762,.48989907,93.039711,.80500001,.792,.70441425,.0044142525,1,nick,-.0044898703,.0032411658
184,1,-.006644648,-.0076629627,.95805126,.803276,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,10,0,0,Non_PH_sex_other,Gompertz,Approach a- Attained,2000,969,969,10,-.00037997737,.0017520811,.13844037,.028335042,.0004101691,.00010829782,.27447003,6.1834426,,,.93099999,.86199999,.80117846,.065739565,1,nick,.010734846,-.00064232521
189,1,-.0067304075,-.0074703363,.95778233,.76697111,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,10,1,0,Non_PH_sex_other,Gompertz,Approach b- Linear,2000,1000,969,10,.00011114159,-.006097436,.13844037,.028335042,.00040604343,.00085320359,.080281198,21.519064,.56518281,700.33362,.963,.17399999,.75848687,.023047984,1,nick,-.061819278,.0035430389
194,1,-.0064445264,-.011987904,.95943195,.73894596,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,10,2,0,Non_PH_sex_other,Gompertz,Approach c- Splines,2000,1000,969,10,-.00034234929,.0022387241,.13844037,.028335042,.00040310569,.00017884484,.24729006,7.9009023,-.1624105,67.762459,.963,.93199998,.73185736,-.0035815199,1,nick,.0046948241,-.00043791201
199,1,-.0067935772,-.0085599516,.9573229,.78159547,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,10,3,0,Non_PH_sex_other,Gompertz,Approach d- Splines/Int,2000,780,969,10,-.00023271791,-.0011474454,.13844037,.028335042,.00046766837,.00025895887,.16809973,4.0495629,2.2964256,114.53416,.74900001,.727,.774297,.038858123,1,nick,-.00026400303,.00031605171
204,1,-.0058640661,-.011261524,.9621315,.71116185,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,11,0,1,PH_sex_other,Gompertz,Approach a- Attained,2000,1000,1000,10,.0021901983,.0002221597,.13591495,.027190091,.00043632829,.00010406257,1.6114476,.81706125,,,.94099998,.94,.70346332,.0034632988,1,nick,.00071990298,.0024452682
209,1,-.0061186152,-.0075360225,.96065193,.71950138,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,11,1,1,PH_sex_other,Gompertz,Approach b- Linear,2000,1000,1000,10,.0026513319,-.0077455854,.13591495,.027190091,.00044017434,.00063155172,1.9507287,28.486795,.88145608,506.89612,.935,.164,.71307313,.013073149,1,nick,-.061870329,.006233681
214,1,-.0058301776,-.011879887,.96233523,.71521306,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,11,2,1,PH_sex_other,Gompertz,Approach c- Splines,2000,1000,1000,10,.0020948916,.00229774,.13591495,.027190091,.00043643257,.00014937758,1.5413253,8.4506521,.02389529,43.545921,.94099998,.921,.70717579,.007175806,1,nick,.00092646241,.0020046816
219,1,-.0059089013,-.010501507,.96195614,.71353775,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,11,3,1,PH_sex_other,Gompertz,Approach d- Splines/Int,2000,834,1000,10,.0023793008,-.0013482556,.13591495,.027190091,.00047788161,.00022249458,1.7505805,4.9586282,.02071433,95.257584,.78500003,.78399998,.70603091,.0060309446,1,nick,-.0041639525,.0029330158
224,1,-.0061136945,-.0078704385,.96041858,.79835308,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,12,0,1,Non_PH_sex_other,Gompertz,Approach a- Attained,2000,989,989,10,-.00054369553,.0018027856,.13844037,.028335042,.00043835465,.00010619625,.39272901,6.3623886,,,.93800002,.89499998,.79669237,.061253496,1,nick,.010801101,-.00093947718
229,1,-.0061714821,-.0067817061,.96026152,.75595051,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,12,1,1,Non_PH_sex_other,Gompertz,Approach b- Linear,2000,1000,989,10,.000094772557,-.0080901952,.13844037,.028335042,.00044111628,.00072819908,.068457313,28.551907,1.1880713,589.51361,.94499999,.19400001,.75139368,.015954783,1,nick,-.067270912,.0038288638
234,1,-.0058926553,-.010938676,.96186757,.756634,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,12,2,1,Non_PH_sex_other,Gompertz,Approach c- Splines,2000,1000,989,10,-.00048313974,.0024272921,.13844037,.028335042,.00043694369,.00019602722,.34898761,8.5663967,.23091717,85.613289,.94700003,.92699999,.75058645,.01514759,1,nick,.0049249022,-.00082133838
239,1,-.0058872253,-.0089541683,.96205139,.77443951,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,12,3,1,Non_PH_sex_other,Gompertz,Approach d- Splines/Int,2000,768,989,10,5.8117444e-06,-.001156554,.13844037,.028335042,.00049680501,.00025959627,.0041980124,4.0817089,-.12821782,115.41292,.727,.72500002,.76281327,.027374392,1,nick,-.00050681544,.00051698607
244,1,-.0063837422,-.011314438,.9595387,.70832771,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,13,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,15,.0027390523,-.0027381107,.13575549,.029962087,.00038750313,.000093450653,2.0176363,9.1385841,,,.958,.82599998,.70031595,.00031594234,1,nick,-.0058892681,.0041423566
249,1,-.0062277741,-.013013941,.96077281,.72019416,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,13,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,15,.0022875662,.0046412167,.13575549,.029962087,.00039612138,.0016029698,1.6850635,15.490297,2.2240477,1615.3115,.95300001,.108,.7108404,.010840412,1,nick,-.028554758,.0032465723
254,1,-.0062633664,-.013120533,.96025801,.71158499,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,13,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,15,.0024716016,.0020968991,.13575549,.029962087,.0003867551,.00013561785,1.8206272,6.998508,-.19304256,45.122425,.95599997,.92000002,.70280272,.0028027478,1,nick,.0034061768,.0027137001
259,1,-.0063402369,-.012629704,.96008003,.70905435,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,13,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,807,1000,15,.0025880998,.00053657655,.13575549,.029962087,.00043340289,.00019358992,1.906442,1.7908518,.47392038,86.096054,.773,.76300001,.70041966,.00041968934,1,nick,.00059559819,.0032131935
264,1,-.0064964313,-.0075337198,.95862377,.80629998,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,14,0,0,Non_PH_sex_other,Weibull,Approach a- Attained,2000,927,927,15,.000042457468,-.00095538987,.13827443,.031221643,.00040840503,.00010420141,.030705221,3.0600243,,,.88099998,.86199999,.80065489,.065215975,1,nick,.0011904456,.000904819
269,1,-.0065544173,-.0072470196,.95843101,.85539728,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,14,1,0,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,927,15,-.00056337856,.0098094558,.13827443,.031221643,.00040498964,.0020396165,.40743512,31.41877,2.9942484,1932.989,.94,.114,.84502679,.10958792,1,nick,-.025390025,-.00046381124
274,1,-.0065861768,-.007520861,.95807451,.83828473,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,14,2,0,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,927,15,-.00017169435,.0040443195,.13827443,.031221643,.00038894481,.00016444658,.12416928,12.953577,-1.0861623,63.912235,.95300001,.86199999,.83098096,.095542073,1,nick,.013891453,-.00064530846
279,1,-.0068731327,-.0064125247,.95625317,.85669643,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,14,3,0,Non_PH_sex_other,Weibull,Approach d- Splines/Int,2000,766,927,15,4.1911088e-07,.0031142647,.13827443,.031221643,.00045018893,.00023493893,.00030310079,9.974699,.20243038,104.95377,.72600001,.708,.84757757,.11213871,1,nick,.011211782,-.00021893712
284,1,-.0058000963,-.011347536,.96258736,.70908803,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,15,0,1,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,15,.0024747706,-.0025916062,.13575549,.029962087,.00041416188,.00009297362,1.8229617,8.6496191,,,.93699998,.829,.70140475,.0014047385,1,nick,-.0053337296,.0035554045
289,1,-.0057267691,-.012210155,.96331853,.71849138,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,15,1,1,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,15,.0021880881,.0022990927,.13575549,.029962087,.00042248581,.0014225496,1.611786,7.6733398,2.0098271,1430.0573,.93300003,.118,.70993245,.0099324835,1,nick,-.032606635,.0033009313
294,1,-.0056888182,-.013095011,.96326727,.71168298,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,15,2,1,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,15,.0022229943,.0021012339,.13575549,.029962087,.00041373985,.00013632273,1.6374985,7.0129757,-.1018958,46.625179,.93599999,.926,.70324469,.0032446892,1,nick,.0037706981,.0021669946
299,1,-.0056892852,-.01255469,.96350944,.71048474,-.0058329254,-.012341561,.95880365,.7082625,.69999999,80,15,3,1,PH_sex_other,Weibull,Approach d- Splines/Int,2000,800,1000,15,.0023327025,.00053553749,.13575549,.029962087,.00045072057,.0001953708,1.7183117,1.7873838,-2.6620357,87.951118,.75300002,.75,.7022599,.0022599045,1,nick,.00091701775,.0025804089
304,1,-.0059070215,-.007664151,.9618631,.80505973,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,16,0,1,Non_PH_sex_other,Weibull,Approach a- Attained,2000,962,962,15,-.0001425732,-.00071616622,.13827443,.031221643,.00042234984,.00010375978,.10310888,2.2938135,,,.90899998,.90600002,.80046183,.065022931,1,nick,.0020478358,.00045444648
309,1,-.0060787182,-.006508444,.96074778,.84643853,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,16,1,1,Non_PH_sex_other,Weibull,Approach b- Linear,2000,1000,962,15,-.00062252121,.006410093,.13827443,.031221643,.0004285062,.001796089,.45020705,20.53093,3.4420762,1664.8641,.93099999,.13600001,.84058398,.10514511,1,nick,-.030608125,-.00025147272
314,1,-.0060454966,-.0070788544,.96078718,.84678489,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,16,2,1,Non_PH_sex_other,Weibull,Approach c- Splines,2000,1000,962,15,-.00046542747,.0044635334,.13827443,.031221643,.00041559376,.00017541695,.33659691,14.296279,.32499748,72.367332,.94499999,.86699998,.84126526,.10582635,1,nick,.014720727,-.001355913
319,1,-.0058716498,-.0061051478,.96211982,.86050099,-.0033139947,-.011082006,.97659415,.73803663,.73543888,80,16,3,1,Non_PH_sex_other,Weibull,Approach d- Splines/Int,2000,733,962,15,-.00042032322,.0030690378,.13827443,.031221643,.00047641381,.00025128416,.30397755,9.8298407,-1.5362312,111.39783,.69300002,.66799998,.84920102,.11376217,1,nick,.011582495,-.00097474287
324,1,-.0046791956,-.037096113,.97063166,.71926951,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,17,0,0,PH_sex_other,Non_exponential,Approach a- Attained,2000,1000,1000,15,.002480851,-.0012101064,.13191949,.095493421,.00039495283,.00021420464,1.8805797,1.2672144,,,.94599998,.949,.69983864,-.00016134906,1,nick,-.0020732956,.0035008276
329,1,-.0055164467,-.024820045,.96598655,.70707309,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,17,1,0,PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,1000,15,.0042800247,-.032715935,.13191949,.095493421,.00041847417,.0022626142,3.244422,34.259884,5.9554772,956.28619,.93800002,.082000002,.69222385,-.0077761607,1,nick,-.15667459,.016133532
334,1,-.0045016878,-.039851964,.97182429,.71448016,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,17,2,0,PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,1000,15,.0022357083,.0035322157,.13191949,.095493421,.00039431782,.00029020951,1.6947521,3.69891,-.16078834,35.482361,.94800001,.91900003,.69391286,-.0060870969,1,nick,.0023231243,.0026600894
339,1,-.0039315922,-.037948277,.97573787,.72114921,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,17,3,0,PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,594,1000,15,.0022689498,.0019768917,.13191949,.095493421,.00051587546,.00044580299,1.7199503,2.0701861,.6683237,60.401085,.56099999,.55500001,.70161277,.0016127857,1,nick,.0044461996,.0026870351
344,1,-.0049486267,-.032686424,.96868002,.75402147,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,18,0,0,Non_PH_sex_other,Non_exponential,Approach a- Attained,2000,998,998,15,-.00011811341,-.00076947419,.134286,.099347979,.00039773202,.00023775833,.0879566,.77452427,,,.94599998,.94599998,.74114567,.0057067885,1,nick,-.0014759959,.00079240778
349,1,-.006056963,-.016091721,.96204728,.81067562,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,18,1,0,Non_PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,998,15,.0014107761,-.028124547,.134286,.099347979,.00043096015,.0027763247,1.0505756,28.309128,8.462923,1068.8781,.93099999,.092,.79292709,.057488199,1,nick,-.16085401,.013017811
354,1,-.005589853,-.022322295,.96408081,.83628607,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,18,2,0,Non_PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,998,15,-.00069233624,.0096313497,.134286,.099347979,.00039558002,.00035391457,.51556844,9.694561,-.44145572,49.003826,.94700003,.83700001,.80953246,.074093573,1,nick,.0061255917,-.001134377
359,1,-.0041856393,-.026025696,.97370964,.80720192,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,18,3,0,Non_PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,551,998,15,-.00035415342,.0056501776,.134286,.099347979,.00053636363,.00056052196,.2637307,5.6872597,.20266759,75.173103,.52100003,.49900001,.7875337,.052094795,1,nick,.0059679477,-.00040891656
364,1,-.0039991336,-.037372719,.97418475,.71833676,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,19,0,1,PH_sex_other,Non_exponential,Approach a- Attained,2000,1000,1000,15,.0021828441,-.00077303231,.13191949,.095493421,.00042008894,.00021717683,1.6546791,.80951369,,,.94,.949,.69922036,-.00077965157,1,nick,-.0010505058,.0028456941
369,1,-.0049484833,-.023790151,.96867394,.70750666,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,19,1,1,PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,1000,15,.0041654613,-.034874264,.13191949,.095493421,.00044473435,.0020854638,3.1575782,36.520069,5.866713,860.26074,.912,.071000002,.69366312,-.0063368548,1,nick,-.15820318,.015988072
374,1,-.0038377608,-.040013287,.97527564,.71334171,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,19,2,1,PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,1000,15,.0019791543,.0035358991,.13191949,.095493421,.0004195066,.0002824621,1.5002744,3.7027674,-.13862503,30.060883,.94,.94099998,.69313604,-.0068639498,1,nick,.0027601144,.0021192008
379,1,-.0035597961,-.037874497,.97691339,.72202134,-.0040351748,-.037251458,.97031969,.71937555,.69999999,80,19,3,1,PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,625,1000,15,.0017593334,.0023681514,.13191949,.095493421,.0005333263,.00042385896,1.3336418,2.4799106,.36718941,54.293591,.58600003,.58899999,.70271271,.0027127205,1,nick,.0046489467,.0019876112
384,1,-.0042739799,-.033282574,.97222668,.75103706,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,20,0,1,Non_PH_sex_other,Non_exponential,Approach a- Attained,2000,999,999,15,-.0003679501,-.00045937984,.134286,.099347979,.00042148319,.00024227357,.27400479,.46239474,,,.94700003,.93699998,.7385537,.0031148321,1,nick,-.00061871274,.00017964841
389,1,-.0055467836,-.014993787,.96427995,.80985886,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,20,1,1,Non_PH_sex_other,Non_exponential,Approach b- Linear,2000,1000,999,15,.0013864811,-.031284969,.134286,.099347979,.00045398789,.0025334356,1.0324836,31.490292,7.7658815,946.21533,.92900002,.090000004,.79561299,.060174134,1,nick,-.16333635,.013044349
394,1,-.0047543901,-.025613148,.96867281,.81424952,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,20,2,1,Non_PH_sex_other,Non_exponential,Approach c- Splines,2000,1000,999,15,-.00087703171,.0089694811,.134286,.099347979,.00042032602,.00035439155,.65310729,9.028348,-.22464406,46.35062,.95099998,.88599998,.79323846,.057799559,1,nick,.0067905602,-.001611648
399,1,-.0046055079,-.026324624,.96945238,.80637914,-.0016686551,-.0333969,.98772639,.74841291,.73543888,80,20,3,1,Non_PH_sex_other,Non_exponential,Approach d- Splines/Int,2000,618,999,15,-.0013398184,.0063861744,.134286,.099347979,.00053554092,.00049324322,.9977349,6.4280868,-.063555934,60.127735,.588,.57999998,.78541523,.049976319,1,nick,.0073494473,-.0019448465
404,1,-.0064359331,-.010262066,.95927149,.70830995,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,21,0,0,PH_sex_other,Gompertz,Approach a- Attained,2000,1000,1000,15,.0027645752,-.0024970863,.13591495,.027190091,.00039018656,.000088202039,2.0340478,9.1838102,,,.95099998,.829,.70071357,.00071361061,1,nick,-.00573433,.0041449238
409,1,-.0061774068,-.013292513,.96118748,.72822165,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,21,1,0,PH_sex_other,Gompertz,Approach b- Linear,2000,1000,1000,15,.0020021864,.010325027,.13591495,.027190091,.00040233304,.0018805143,1.4731171,37.973492,3.1129956,2032.0532,.94300002,.107,.71842963,.01842962,1,nick,-.014445016,.0016262498
414,1,-.0063605323,-.011527021,.95971489,.71388829,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,21,2,0,PH_sex_other,Gompertz,Approach c- Splines,2000,1000,1000,15,.0025734373,.0013058886,.13591495,.027190091,.00038968978,.00012395198,1.8934174,4.8028107,-.12731518,40.531868,.954,.93699998,.70567834,.0056783375,1,nick,.0036480273,.0029053856
419,1,-.0064506545,-.011445583,.959355,.70816696,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,21,3,0,PH_sex_other,Gompertz,Approach d- Splines/Int,2000,809,1000,15,.0026178907,.00031778828,.13591495,.027190091,.00043732458,.00017614444,1.9261242,1.1687651,.81051695,79.624092,.76999998,.76800001,.69997746,-.000022553801,1,nick,-.00021201483,.0033906545
424,1,-.0065020844,-.0063061845,.95868486,.82167703,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,22,0,0,Non_PH_sex_other,Gompertz,Approach a- Attained,2000,931,931,15,-.000016431519,-.00064351544,.13844037,.028335042,.0004093259,.0001005652,.011869023,2.2710941,,,.88800001,.85900003,.81629556,.080856666,1,nick,.0016365224,.00079674151
429,1,-.0065460391,-.0065776515,.95842278,.87365621,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,22,1,0,Non_PH_sex_other,Gompertz,Approach b- Linear,2000,1000,931,15,-.00100719,.016477175,.13844037,.028335042,.00041288784,.0023764956,.72752613,58.15123,4.541328,2349.1448,.94199997,.109,.854482,.11904312,1,nick,-.012048241,-.0023161776
434,1,-.0066194404,-.0064329552,.95791721,.84407002,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,22,2,0,Non_PH_sex_other,Gompertz,Approach c- Splines,2000,1000,931,15,-.00014819129,.0031385252,.13844037,.028335042,.00039172219,.00014755645,.1070434,11.07648,-.81771225,52.067226,.954,.89999998,.83141702,.095978118,1,nick,.013366352,-.00050393032
439,1,-.0067236545,-.0051457528,.95730948,.87255061,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,22,3,0,Non_PH_sex_other,Gompertz,Approach d- Splines/Int,2000,771,931,15,.00016587027,.0029216402,.13844037,.028335042,.000461182,.00021177156,.11981351,10.311049,2.5310645,91.633865,.73100001,.71399999,.85746115,.12202228,1,nick,.0096791377,.000081273218
444,1,-.005874251,-.010280441,.96215779,.70920473,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,23,0,1,PH_sex_other,Gompertz,Approach a- Attained,2000,1000,1000,15,.002471766,-.0023863995,.13591495,.027190091,.0004144054,.00008756941,1.8186123,8.7767258,,,.93400002,.83899999,.70194328,.0019432689,1,nick,-.0052289777,.0035076521
449,1,-.0057056062,-.012447414,.96353382,.72618622,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,23,1,1,PH_sex_other,Gompertz,Approach b- Linear,2000,1000,1000,15,.0019001176,.0074998816,.13591495,.027190091,.00042445416,.0016566702,1.3980196,27.583143,2.4248683,1791.8367,.92900002,.112,.71728611,.017286142,1,nick,-.019045144,.0017140603
454,1,-.0058054528,-.011493796,.96257406,.71433014,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,23,2,1,PH_sex_other,Gompertz,Approach c- Splines,2000,1000,1000,15,.0022911588,.0013340721,.13591495,.027190091,.0004140409,.00012470443,1.6857299,4.9064641,-.087951429,42.406384,.93199998,.94499999,.70646983,.0064698462,1,nick,.0039872783,.002293377
459,1,-.0057446607,-.011327453,.96310121,.70981932,-.0059099942,-.01122448,.95832896,.70780671,.69999999,80,23,3,1,PH_sex_other,Gompertz,Approach d- Splines/Int,2000,818,1000,15,.0024003296,.00026730535,.13591495,.027190091,.00045099694,.00017707639,1.7660526,.98309839,-1.5705935,82.887871,.76599997,.77499998,.70207852,.0020785404,1,nick,.000037874557,.0028315035
464,1,-.0060650297,-.0063991654,.96088058,.82083595,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,24,0,1,Non_PH_sex_other,Gompertz,Approach a- Attained,2000,967,967,15,-.00024195126,-.00043397609,.13844037,.028335042,.00042265112,.000099669822,.17476928,1.531588,,,.91500002,.91500002,.81619549,.08075659,1,nick,.0026487021,.00018967428
469,1,-.0061111073,-.0062751374,.96057832,.85752857,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,24,1,1,Non_PH_sex_other,Gompertz,Approach b- Linear,2000,1000,967,15,-.00097719627,.012327594,.13844037,.028335042,.00043371992,.0020787409,.70586073,43.506531,4.3552041,2020.9159,.92799997,.124,.84523118,.10979231,1,nick,-.017705459,-.0019599223
474,1,-.0061596702,-.0058274353,.96015954,.85786843,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,24,2,1,Non_PH_sex_other,Gompertz,Approach c- Splines,2000,1000,967,15,-.00040944273,.0035953701,.13844037,.028335042,.00041706138,.00015633952,.29575384,12.688776,.34707499,59.511452,.94599998,.88700002,.84671152,.11127266,1,nick,.014159516,-.0012120848
479,1,-.0061103455,-.0049381903,.96047723,.87420022,-.0033845685,-.010079528,.97613561,.73761183,.73543888,80,24,3,1,Non_PH_sex_other,Gompertz,Approach d- Splines/Int,2000,750,967,15,-.00046175264,.002826998,.13844037,.028335042,.0004816938,.0002224015,.33353901,9.9770374,.37057781,96.513069,.70899999,.68800002,.85779113,.12235225,1,nick,.010275334,-.0010094756
5,1,-.0047009541,-.037776835,.97142804,.72411436,-.0041865259,-.035834722,.96957487,.71875626,.69999999,90,1,0,0,PH_sex_other,Weibull,Approach a- Attained,2000,1000,1000,10,.0031063114,.0056902585,.13341436,.091580458,.00080227118,.00027735624,2.3283188,6.2133985,,,.94099998,.91000003,.70427001,.0042700414,1,nick,.023059526,.001708095
10,1,-.0068249763,-.0083939554,.9585042,.71733814,-.0041865259,-.035834722,.96957487,.71875626,.69999999,90,1,1,0,PH_sex_other,Weibull,Approach b- Linear,2000,1000,1000,10,.0075493664,-.07040827,.13341436,.091580458,.0008297576,.00071578164,5.658586,76.881325,3.4260762,158.07303,.93300003,.052000001,.71014106,.010141052,1,nick,-.29651418,.030202139
15,1,-.0042504119,-.043418318,.97429824,.72766972,-.0041865259,-.035834722,.96957487,.71875626,.69999999,90,1,2,0,PH_sex_other,Weibull,Approach c- Splines,2000,1000,1000,10,.0020941205,.022478916,.13341436,.091580458,.00079578935,.00055126718,1.5696366,24.545538,-.80793166,98.757797,.94499999,.72399998,.70493966,.0049397023,1,nick,.040918551,-.0021442545
20,1,-.0043557729,-.044329051,.97364461,.72702843,-.0041865259,-.035834722,.96957487,.71875626,.69999999,90,1,3,0,PH_sex_other,Weibull,Approach d- Splines/Int,2000,824,1000,10,.0017480246,.024804434,.13341436,.091580458,.00088464346,.00093097205,1.3102223,27.084854,.094609343,204.69287,.77700001,.65899998,.70360798,.0036080044,1,nick,.041207414,-.0028922823
